"nom_estab"	"nom_vial"	"per_ocu"	"lat"	"lon"
"CONSULTORIO MÉDICO COAHUILA"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"18.082649"	"-96.126897"
"CONSULTORIO SIN NOMBRE"	"CRISTO REY"	"0 a 5 personas"	"19.769765"	"-96.432489"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"MELCHOR OCAMPO"	"0 a 5 personas"	"18.150639"	"-95.145441"
"MATERNIDAD Y CONSULTORIO MÉDICO DOCTOR HERMILO AMADOR CASTRO"	"12 NORTE"	"0 a 5 personas"	"20.527184"	"-97.459112"
"CONSULTORIO MÉDICO SIN NOMBRE"	"INDEPENDENCIA"	"0 a 5 personas"	"20.909119"	"-97.673124"
"CONSULTORIO MÉDICO"	"RÍO MEDIO"	"0 a 5 personas"	"19.20485"	"-96.198631"
"ORIENTACIÓN MEDICA GRATUITA DE FARMACIA DEL AHORRO"	"INDEPENDENCIA"	"0 a 5 personas"	"18.149476"	"-94.436296"
"CONSULTORIO MÉDICO PARTICULAR"	"ENRIQUE CONTRERAS"	"0 a 5 personas"	"20.451739"	"-97.323085"
"CRUZ ROJA MEXICANA DELEGACIÓN JOSE CARDEL"	"EMILIANO ZAPATA"	"11 a 30 persona"	"19.369949"	"-96.371189"
"DISPENSARIO MÉDICO"	"JUAN DE LA BARRERA"	"0 a 5 personas"	"20.952759"	"-97.450015"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"JESÚS REYES HEROLES"	"0 a 5 personas"	"19.541292"	"-96.930811"
"CONSULTORIO RAMIREZ"	"U"	"0 a 5 personas"	"19.166187"	"-96.149367"
"CONSULTORIO PARTICULAR SIN NOMBRE"	"ADOLFO RUÍZ CORTINES"	"0 a 5 personas"	"20.525902"	"-97.464565"
"CONSULTORIO MÉDICO SIN NOMBRE"	"INDEPENDENCIA"	"0 a 5 personas"	"18.081483"	"-96.12516"
"CONSULTORIO MÉDICO"	"GUERRERO"	"0 a 5 personas"	"18.108082"	"-95.87613"
"CONSULTORIO MÉDICO SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"18.08322"	"-96.125632"
"CONSULTORIO MÉDICO SIN NOMBRE"	"LIBERTAD"	"0 a 5 personas"	"18.084283"	"-96.125209"
"CONSULTORIO MÉDICO SIN NOMBRE"	"DANIEL SOTO"	"0 a 5 personas"	"18.087605"	"-96.128252"
"CONSULTORIO MÉDICO DE LA CLÍNICA TUXTEPEC"	"5 DE MAYO"	"0 a 5 personas"	"18.082312"	"-96.121913"
"CONSULTORIO MÉDICO"	"QUINTANA ROO"	"0 a 5 personas"	"18.108243"	"-95.880463"
"CONSULTORIO MÉDICO HUMANA"	"MARIANO MATAMOROS"	"0 a 5 personas"	"18.085321"	"-96.125214"
"CONSULTORIO DE AUDIOLOGÍA"	"TECNOLÓGICO"	"0 a 5 personas"	"18.09422"	"-96.134479"
"CONSULTORIO MÉDICO"	"XOCHIMILCO"	"0 a 5 personas"	"18.099526"	"-95.872348"
"CONSULTORIO MÉDICO SIN NOMBRE"	"HIDALGO"	"0 a 5 personas"	"18.110424"	"-95.878449"
"CLÍNICA DE ESPECIALIDADES"	"IGNACIO ALDAMA"	"0 a 5 personas"	"18.084542"	"-96.124414"
"CONSULTORIO MÉDICO FUNDACIÓN BEST"	"NINGUNO"	"0 a 5 personas"	"18.080751"	"-96.122101"
"CENTRO DE SALUD URBANA LOMA BONITA SERVICIOS DE SALUD OAXACA"	"MICHOACÁN"	"51 a 100 person"	"18.107694"	"-95.881101"
"CONSULTORIO MÉDICO SIN NOMBRE"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.1166"	"-96.00077"
"CONSULTORIO MÉDICO DE LA FUNDACIÓN BEST  A.C."	"LIBERTAD"	"0 a 5 personas"	"18.083236"	"-96.121753"
"CONSULTORIO MÉDICO SIN NOMBRE"	"PUEBLA"	"0 a 5 personas"	"18.108503"	"-95.878146"
"CLÍNICA DE ESPECIALIDADES"	"IGNACIO ALDAMA"	"0 a 5 personas"	"18.084542"	"-96.124414"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO ALDAMA"	"0 a 5 personas"	"18.082038"	"-96.124955"
"CONSULTORIO DOCTOR PERALTA"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"18.107797"	"-95.880444"
"CONSULTORIO DE PEDIATRA"	"QUINTANA ROO"	"0 a 5 personas"	"18.109589"	"-95.880324"
"CONSULTORIO MÉDICO DE LA CLÍNICA TUXTEPEC"	"5 DE MAYO"	"0 a 5 personas"	"18.082312"	"-96.121913"
"CONSULTORIO MÉDICO SIN NOMBRE"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"18.088487"	"-96.137787"
"CONSULTORIO MÉDICO SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"18.083331"	"-96.126053"
"CONSULTORIO MÉDICO SAN JOSE"	"LIBERTAD"	"0 a 5 personas"	"18.084788"	"-96.126834"
"CONSULTORIO MÉDICO"	"5 DE MAYO"	"0 a 5 personas"	"18.083228"	"-96.125663"
"HOSPITAL GENERAL SIN NOMBRE"	"SEBASTIÁN ORTIZ"	"251 y más pers"	"18.087416"	"-96.129833"
"CONSULTORIO MÉDICO"	"JUAN FRANCISCO LUCAS"	"0 a 5 personas"	"19.764069"	"-97.331167"
"CONSULTORIO MÉDICO"	"LERDO"	"0 a 5 personas"	"19.818873"	"-97.362253"
"CLÍNICA DEL IMSS"	"FRANCISCO SARABIA"	"0 a 5 personas"	"19.938669"	"-97.288036"
"CONSULTORIO MÉDICO DE ASMA Y ALERGIA"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.819711"	"-97.359642"
"CASA DE SALUD DE EL CARMEN"	"15 ORIENTE"	"0 a 5 personas"	"19.827135"	"-97.458005"
"CASA DE SALUD DE LOMAS VERDES"	"AZUCENAS"	"0 a 5 personas"	"19.814672"	"-97.379611"
"CENTRO DE SALUD 2 NUCLEOS BÁSICOS CON DENTAL"	"MAXIMINO ÁVILA CAMACHO"	"6 a 10 personas"	"19.856151"	"-97.455888"
"CONSULTORIO PARTICULAR DE MEDICINA GENERAL"	"VICENTE LOMBARDO TOLEDANO"	"0 a 5 personas"	"19.814504"	"-97.359773"
"CENTRO DE SALUD SOSA"	"LOMBARDO TOLEDANO"	"6 a 10 personas"	"19.799271"	"-97.395299"
"CONSULTORIO DR GRANADOS"	"A NAUTLA"	"0 a 5 personas"	"19.82293"	"-97.356003"
"CONSULTORIO MÉDICO"	"PALMA SOLA"	"0 a 5 personas"	"20.463254"	"-97.703736"
"CONSULTORIO MÉDICO"	"ZARAGOZA"	"0 a 5 personas"	"19.819342"	"-97.358683"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"18.083014"	"-96.128542"
"CASA DE SALUD"	"AQUILES SERDÁN"	"0 a 5 personas"	"19.857825"	"-97.460225"
"CONSULTORIO MÉDICO"	"BENITO JUÁREZ ORIENTE"	"0 a 5 personas"	"19.813849"	"-97.389899"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"PONCIANO MEDINA"	"0 a 5 personas"	"18.08609"	"-96.128969"
"SANATORIO SANTA RITA"	"PUEBLA"	"0 a 5 personas"	"18.1065"	"-95.878358"
"CASA DE SALUD SOLTEROS"	"BATALLÓN DE ZACAPOAXTLA"	"0 a 5 personas"	"20.135039"	"-97.218475"
"CENTRO DE SALUD DE SALUD"	"20 DE NOVIEMBRE"	"6 a 10 personas"	"19.854254"	"-97.346046"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"NINGUNO"	"0 a 5 personas"	"18.086137"	"-96.128059"
"CONSULTORIO MÉDICO"	"DÍAZ MIRÓN"	"0 a 5 personas"	"19.810686"	"-97.364145"
"CLÍNICA DE SALUD TEZHUATEPEC"	"JUAN ESCUTIA"	"6 a 10 personas"	"19.809253"	"-97.395879"
"MODULO DE BIENESTAR SOCIAL"	"10 DE JULIO"	"6 a 10 personas"	"18.639895"	"-91.81548"
"CONSULTORIO MÉDICO FAMILIAR Y FARMACIA PROGRESO"	"DEL GOLFO"	"0 a 5 personas"	"18.622222"	"-92.292922"
"CONSULTORIO MÉDICO SIN NOMBRE"	"LA GUADALUPANA"	"0 a 5 personas"	"19.765003"	"-97.333411"
"CONSULTORIO MÉDICO"	"2 NORTE"	"0 a 5 personas"	"19.841726"	"-97.457496"
"CENTRO DE SALUD TACOPAN"	"NINGUNO"	"6 a 10 personas"	"19.838445"	"-97.429195"
"HOSPITAL COMUNITARIO DE SABANCUY"	"MANUEL J. LÓPEZ HERNÁNDEZ"	"101 a 250 perso"	"18.968308"	"-91.175884"
"CONSULTORIO MÉDICO SIN NOMBRE"	"21"	"0 a 5 personas"	"18.63434"	"-91.831556"
"CONSULTORIO MÉDICO"	"BENITO JUÁREZ"	"0 a 5 personas"	"20.505509"	"-97.669455"
"CENTRO DE SALUD COAHUIXCO"	"CUITLÁHUAC"	"6 a 10 personas"	"19.805329"	"-97.410466"
"CONSULTORIO MÉDICO"	"37"	"0 a 5 personas"	"18.652476"	"-91.826178"
"CONSULTORIO MÉDICO"	"GUADALUPE VICTORIA"	"0 a 5 personas"	"19.811831"	"-97.365623"
"CENTRO DE DESARROLLO COMUNITARIO SAN NICOLAS"	"LIRIOS"	"6 a 10 personas"	"18.660429"	"-91.800669"
"UNIDAD MÉDICA PROVIDENCIA"	"5 DE MAYO"	"0 a 5 personas"	"18.084662"	"-96.130893"
"CENTRO MÉDICO SAN JUDAS TADEO"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"20.507405"	"-97.668896"
"CLÍNICA GRUPO MÉDICO ROSALES STEVENSON"	"DÍAZ MIRÓN"	"0 a 5 personas"	"19.813221"	"-97.363642"
"XICALANGO DS  S. DE R.L."	"35"	"0 a 5 personas"	"18.647967"	"-91.82827"
"CONSULTORIO MÉDICO SIN NOMBRE"	"NIGROMANTE"	"0 a 5 personas"	"19.821311"	"-97.359226"
"CENTRO DE SALUD RURAL DISPENSARIO TEQUIMILA"	"5 DE MAYO"	"6 a 10 personas"	"19.819988"	"-97.385267"
"CONSULTORIO MÉDICO"	"MANUEL J. LÓPEZ HERNÁNDEZ"	"0 a 5 personas"	"18.973185"	"-91.179759"
"CASA DE SALUD"	"LA GLORIA"	"0 a 5 personas"	"19.841701"	"-97.343256"
"MODULO BIENESTAR SOCIAL"	"NINGUNO"	"6 a 10 personas"	"18.640456"	"-91.781874"
"CONSULTORIO MÉDICO"	"5 ORIENTE"	"0 a 5 personas"	"19.837971"	"-97.456633"
"CONSULTORIO MÉDICO SIMILAR"	"10 DE JULIO"	"0 a 5 personas"	"18.642335"	"-91.813149"
"CONSULTORIO MÉDICO"	"JUAN C. BONILLA"	"0 a 5 personas"	"19.819943"	"-97.361797"
"FUNDACIÓN BEST  A.C."	"INDEPENDENCIA"	"0 a 5 personas"	"18.081768"	"-96.126735"
"CONSULTORIO MÉDICO PRIVADO MEDICINA GENERAL"	"MARIANO MATAMOROS"	"0 a 5 personas"	"19.813215"	"-97.362786"
"CASA DE SALUD"	"IGNACIO ALLENDE"	"0 a 5 personas"	"20.132858"	"-97.202316"
"UNIDAD MEDICA DE DIAGNÓSTICO Y MEDICINA INTEGRAL"	"GENERAL IGNACIO LÓPEZ RAYÓN"	"0 a 5 personas"	"18.087979"	"-96.118115"
"CONSULTORIO MÉDICO"	"ABASOLO"	"0 a 5 personas"	"20.019018"	"-97.523082"
"CONSULTORIO DE ESPECIALIDADES MÉDICAS DE LA ROSA"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.941109"	"-97.290986"
"CENTRO MÉDICO Y QUIRÚRGICO Y DE ESPECIALIDADES  S.A. DE C.V."	"34"	"0 a 5 personas"	"18.640527"	"-91.831778"
"CONSULTORIO MÉDICO"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"19.841289"	"-97.458299"
"CONSULTORIO MÉDICO Y FARMACIA DEL CARMEN"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"20.128625"	"-97.209726"
"CONSULTORIO MÉDICO"	"RAFAEL ÁVILA CAMACHO"	"0 a 5 personas"	"20.097401"	"-97.410334"
"CONSULTORIO MÉDICO"	"MANUEL ÁVILA CAMACHO"	"0 a 5 personas"	"19.796021"	"-97.323412"
"CENTRO DE SALUD URBANO PLSSA015044"	"BRAVO"	"51 a 100 person"	"19.821936"	"-97.356266"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.940693"	"-97.29037"
"SANATORIO NAVAL CARMEN"	"5 SUR"	"11 a 30 persona"	"18.648321"	"-91.843842"
"CENTRO DE SALUD ATEMPAN"	"5 SUR"	"11 a 30 persona"	"19.839362"	"-97.460808"
"CONSULTORIO MÉDICO"	"OCAMPO"	"0 a 5 personas"	"20.020007"	"-97.523783"
"DOCTOR SIN NOMBRE"	"50"	"0 a 5 personas"	"18.645903"	"-91.827081"
"CONSULTORIO MÉDICO"	"MANUEL ÁVILA CAMACHO"	"0 a 5 personas"	"19.866058"	"-97.46437"
"CENTRO DE SALUD"	"FRANCISCO I. MADERO"	"11 a 30 persona"	"18.784456"	"-91.483874"
"CONSULTORIO MÉDICO INTEGRAL"	"6 SUR"	"0 a 5 personas"	"19.838291"	"-97.455239"
"MÉDICO FAMILIAR SIN NOMBRE"	"32"	"0 a 5 personas"	"18.640905"	"-91.83344"
"CONSULTORIO MÉDICO PRIVADO MÉDICO GENERAL"	"MARIANO MATAMOROS"	"0 a 5 personas"	"19.813215"	"-97.362786"
"CENTRO DE SALUD"	"16 DE SEPTIEMBRE"	"6 a 10 personas"	"20.505516"	"-97.667167"
"CONSULTORIO MÉDICO"	"CONCORDIA"	"0 a 5 personas"	"18.649107"	"-91.81669"
"CONSULTORIO MÉDICO"	"27"	"0 a 5 personas"	"18.635924"	"-91.833817"
"CONSULTORIO DE MEDICINA FAMILIAR"	"19"	"0 a 5 personas"	"18.636217"	"-91.825094"
"CONSULTORIO MÉDICO"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.821025"	"-97.359764"
"MÉDICO CIRUJANO PARTERO"	"32"	"0 a 5 personas"	"18.641194"	"-91.834007"
"UNIDAD MÉDICA URBANA LOMA BONITA"	"VÍCTOR BRAVO AHUJA"	"0 a 5 personas"	"18.09884"	"-95.879568"
"CONSULTORIO MÉDICO"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.821025"	"-97.359764"
"CASA DE SALUD"	"CUITLÁHUAC"	"0 a 5 personas"	"19.816206"	"-97.368515"
"CONSULTORIO"	"CENTRAL"	"0 a 5 personas"	"18.645272"	"-91.780965"
"TORRE MEDICA CIRUJIA GENERAL Y ENFERMENDADES DIGESTIVAS"	"JUÁREZ"	"0 a 5 personas"	"18.649512"	"-91.823036"
"CASA DE SALUD DE AHUATENO"	"8 PONIENTE"	"0 a 5 personas"	"19.846377"	"-97.458359"
"CONSULTORIO MÉDICO"	"ZARAGOZA"	"0 a 5 personas"	"19.819342"	"-97.358683"
"CONSULTORIO MÉDICO GONZÁLEZ"	"MORELOS"	"0 a 5 personas"	"19.835119"	"-97.359387"
"HOSPITAL GENERAL CON MDICINA FAMILIAR 4"	"41-B"	"251 y más pers"	"18.642573"	"-91.839851"
"CONSULTORIO MÉDICO"	"40"	"0 a 5 personas"	"18.640886"	"-91.827022"
"CONSULTORIO MÉDICO"	"5 DE FEBRERO"	"0 a 5 personas"	"19.792542"	"-97.32522"
"BIENESTAR SOCIAL DEL HONORABLE AYUNTAMIENTO DE CARMEN"	"JOSÉ NARVÁEZ"	"11 a 30 persona"	"18.644358"	"-91.789916"
"CASA DE SALUD"	"NIÑOS HEROES"	"0 a 5 personas"	"19.884185"	"-97.471315"
"CLÍNICA MORELOS"	"57"	"6 a 10 personas"	"18.656296"	"-91.829632"
"CONSULTORIO MÉDICO"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.818195"	"-97.359579"
"CONSULTORIO MÉDICO EN GENERAL"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.821025"	"-97.359764"
"DOCTOR CONSULTORIO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.872058"	"-97.466483"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.809719"	"-97.362313"
"CONSULTORIO DR AMBAR"	"CAMARÓN"	"0 a 5 personas"	"18.662954"	"-91.816369"
"HOSPITAL GENERAL DE PÉMEX CIUDAD DEL CARMEN"	"AVIACIÓN"	"31 a 50 persona"	"18.645016"	"-91.818707"
"CASA DE SALUD COLONIA MORELOS"	"REVOLUCIÓN"	"0 a 5 personas"	"19.93968"	"-97.280631"
"CONSULTORIO MÉDICO"	"GENERAL DE DIVISIÓN R. ÁVILA CAMACHO"	"0 a 5 personas"	"19.820365"	"-97.358478"
"DOCTOR JOSÉ ROSADO VILLALOBOS"	"31"	"0 a 5 personas"	"18.639733"	"-91.830045"
"UNIDAD MÉDICA DE URGENCIAS GRAU"	"CUAUHTÉMOC"	"0 a 5 personas"	"18.112808"	"-95.879983"
"CASA DE SALUD"	"FAUSTO RODRÍGUEZ PEÑA"	"0 a 5 personas"	"19.85504"	"-97.466398"
"FUNDACIÓN BEST  A.C. MEDICINA EN GENERAL"	"5 DE MAYO"	"0 a 5 personas"	"18.083331"	"-96.126052"
"MÉDICO GENERAL"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"18.083858"	"-96.132007"
"CONSULTORIO DE MEDICINA GENERAL"	"5 ORIENTE"	"0 a 5 personas"	"19.838029"	"-97.457442"
"CONSULTORIO CIEM"	"37"	"0 a 5 personas"	"18.640754"	"-91.835475"
"CONSULTORIO DE MEDICINA GENERAL Y ACUPUNTURA"	"FRANCISCO JAVIER MINA"	"0 a 5 personas"	"19.812045"	"-97.361281"
"DISPENSARIO MÉDICO SIN NOMBRE"	"LEO"	"0 a 5 personas"	"18.789608"	"-91.489196"
"CONSULTORIO MÉDICO SIN NOMBRE"	"5 DE FEBRERO"	"0 a 5 personas"	"19.798814"	"-97.324552"
"CONSULTORIO MÉDICO"	"35"	"0 a 5 personas"	"18.647969"	"-91.828269"
"CONSULTORIO MÉDICO"	"53"	"0 a 5 personas"	"18.658885"	"-91.822181"
"CONSULTORIO MÉDICO"	"40"	"0 a 5 personas"	"18.643758"	"-91.831443"
"MEDICINA FAMILIAR SIN NOMBRE"	"55"	"0 a 5 personas"	"18.661991"	"-91.815814"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"JESÚS CARRANZA"	"0 a 5 personas"	"18.086712"	"-96.129544"
"CONSULTORIO MÉDICO GENERAL"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.814092"	"-97.360482"
"MODULO DE BIENESTAR SOCIAL"	"57"	"0 a 5 personas"	"18.657782"	"-91.826747"
"CONSULTORIO MEDCICO SIN NOMBRE"	"5 DE FEBRERO"	"0 a 5 personas"	"19.797063"	"-97.324774"
"CENTRO MÉDICO CARMEN  S.A. DE C.V."	"58"	"0 a 5 personas"	"18.652821"	"-91.824903"
"UNIDAD MEDICA SAN ANTONIO"	"MELCHOR OCAMPO"	"0 a 5 personas"	"18.08554"	"-96.12639"
"CONSULTORIO MÉDICO"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.81475"	"-97.389669"
"CENTRO DE SALUD"	"NINGUNO"	"0 a 5 personas"	"18.619282"	"-92.099471"
"CENTRO DE SALUD"	"CENTRO DE SALUD"	"6 a 10 personas"	"18.617353"	"-92.221802"
"CONSULTORIO MÉDICO"	"FEDERAL MÉXICO-TUXPAN"	"0 a 5 personas"	"20.463575"	"-97.703742"
"CONSULTORIO MÉDICO"	"LEÓN C. GUZMÁN"	"0 a 5 personas"	"19.816679"	"-97.357861"
"CASA DE SALUD"	"VERACRUZ"	"0 a 5 personas"	"20.509013"	"-97.67901"
"CLÍNICA ROSALES STEVENSON DR MIGUEL ANGEL MENDEZ MARTINEZ"	"MARIANO MATAMOROS"	"0 a 5 personas"	"19.813181"	"-97.362789"
"HOSPITAL COMUNITARIO DE PALIZADA"	"FRANCISCO JAVIER MINA"	"51 a 100 person"	"18.254713"	"-92.088068"
"KLINICA CLINE"	"JESÚS CARRANZA"	"0 a 5 personas"	"18.085446"	"-96.124007"
"CONSULTORIO MÉDICO"	"JOSÉ MARÍA MORELOS"	"0 a 5 personas"	"19.940925"	"-97.290273"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"31"	"0 a 5 personas"	"18.639926"	"-91.829465"
"UNIDAD MEDICA OP"	"33-A"	"0 a 5 personas"	"18.649975"	"-91.823073"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.810283"	"-97.361947"
"MEDICA SURESTE"	"ARTÍCULO 123"	"6 a 10 personas"	"18.090227"	"-96.129283"
"UNIDAD MEDICA SANTA TERESA"	"HIDALGO"	"0 a 5 personas"	"18.110678"	"-95.880828"
"CENTRO MÉDICO CARMEN"	"58"	"0 a 5 personas"	"18.652821"	"-91.824903"
"CASA DE SALUD MAZATONAL"	"5 DE FEBRERO"	"0 a 5 personas"	"19.881973"	"-97.460306"
"INSTITUTO MUNICIPAL DE LA MUJER"	"31"	"6 a 10 personas"	"18.639646"	"-91.830472"
"CONSULTORIO MÉDICO"	"5 ORIENTE"	"0 a 5 personas"	"19.838029"	"-97.457436"
"ALBERGUE ESCOLAR MORELOS"	"ISAAC OCHOTORENA"	"0 a 5 personas"	"19.887341"	"-97.442532"
"CENTRO INTEGRAL DE DIAGNÓSTICO MÉDICO"	"JABÍN"	"6 a 10 personas"	"18.642288"	"-91.788358"
"MÉDICO CIRUJANO"	"57"	"0 a 5 personas"	"18.656294"	"-91.829636"
"CASA DE SALUD CRUZ BLANCA"	"EMILIANO ZAPATA"	"0 a 5 personas"	"19.79746"	"-97.357175"
"CENTRO DE SALUD RURAL DISPERSO TZINACAPAN"	"20 DE NOVIEMBRE"	"6 a 10 personas"	"20.029854"	"-97.539958"
"CLÍNICA ISSSTE NUM2102130100"	"GENERAL DE DIVISIÓN RAFAEL ÁVILA CAMACHO"	"101 a 250 perso"	"19.80994"	"-97.356256"
"CONSULTORIO MÉDICO"	"ZARAGOZA"	"0 a 5 personas"	"20.016069"	"-97.524865"
"CONSULTORIO FUNDACIÓN BEST"	"MANUEL ÁVILA CAMACHO"	"0 a 5 personas"	"19.796063"	"-97.324746"
"UNIDAD MEDICA SANTA MARÍA"	"JESÚS CARRANZA"	"0 a 5 personas"	"18.086835"	"-96.129936"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.818494"	"-97.360599"
"CONSULTORIO MÉDICO ISSSTEP"	"PALMA SOLA"	"0 a 5 personas"	"20.4623"	"-97.703523"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.812523"	"-97.360439"
"CONSULTORIO MÉDICO"	"GUADALUPE VICTORIA"	"0 a 5 personas"	"19.795096"	"-97.326574"
"HOSPITAL COMUNITARIO DE LOMA BONITA"	"CUAUHTÉMOC"	"51 a 100 person"	"18.121213"	"-95.885959"
"CENTRO DE SALUD RURAL DE CUATRO NÚCLEOS BÁSICOS"	"20 DE NOVIEMBRE"	"11 a 30 persona"	"20.45999"	"-97.701875"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.81082"	"-97.361432"
"CONSULTORIO MÉDICO"	"LERDO"	"0 a 5 personas"	"19.819173"	"-97.357096"
"EXAMEN MÉDICO"	"38"	"0 a 5 personas"	"18.649595"	"-91.835131"
"CONSULTORIO MÉDICO"	"IGNACIO MANUEL ALTAMIRANO"	"0 a 5 personas"	"20.129503"	"-97.212068"
"TORRE MEDICA MÉDICO CIRUJANO GENERAL"	"JUÁREZ"	"0 a 5 personas"	"18.649512"	"-91.823036"
"CENTRO DE SALUD HUEYTAMALCO"	"LA CARAMBADA"	"6 a 10 personas"	"19.933617"	"-97.286394"
"CONSULTORIO MÉDICO"	"5 DE MAYO"	"0 a 5 personas"	"19.941048"	"-97.289429"
"CONSULTORIO DE MÉDICO"	"IGNACIO MANUEL ALTAMIRANO"	"0 a 5 personas"	"20.095176"	"-97.404622"
"MODULO DE BIENESTAR SOCIAL"	"17"	"0 a 5 personas"	"18.633941"	"-91.826031"
"CASA DE SALUD"	"FAUSTO RODRÍGUEZ PEÑA"	"0 a 5 personas"	"19.852583"	"-97.457621"
"CASA DE SALUD"	"ALLENDE"	"0 a 5 personas"	"19.828928"	"-97.36867"
"CONSULTORIO MÉDICO SIN NOMBRE"	"FRANCISCO SARABIA"	"0 a 5 personas"	"19.939222"	"-97.287279"
"CONSULTORIO SANTA RITA"	"APOLO OCHO"	"0 a 5 personas"	"20.461889"	"-97.699786"
"CONSULTORIO MÉDICO"	"40"	"0 a 5 personas"	"18.637499"	"-91.821565"
"CONSULTORIO MEDICINA GENERAL"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.809638"	"-97.362366"
"CONSULTORIO MÉDICO MEDICINA GENERAL"	"JUAN FRANCISCO LUCAS"	"0 a 5 personas"	"19.799406"	"-97.367883"
"SERVICIOS INTEGRALES Y ESTUDIOS MEDICOS EN SALUD OCUPACIONAL  S.C."	"51"	"6 a 10 personas"	"18.649038"	"-91.835188"
"CAPASITS VIH"	"NINGUNO"	"11 a 30 persona"	"18.646256"	"-91.820332"
"CASA DE SALUD"	"NARCISO MENDOZA"	"0 a 5 personas"	"20.036209"	"-97.544779"
"CONSULTORIO MÉDICO FUNDACIÓN BEST  A.C. DIRECTORIA MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.818516"	"-97.3606"
"DISPENSARIO MÉDICO SANTA SALOME"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"20.129258"	"-97.209342"
"CONSULTORIO MÉDICO"	"FEDERAL MÉXICO-TUXPAN"	"0 a 5 personas"	"20.463824"	"-97.70342"
"CONSULTORIO MÉDICO DE LA FRANQUICIA 1127"	"SATÉLITE"	"0 a 5 personas"	"18.639668"	"-91.815385"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"JESÚS CARRANZA"	"0 a 5 personas"	"18.087046"	"-96.130616"
"CONSULTORIO MÉDICO"	"VICENTE GUERRERO"	"0 a 5 personas"	"19.811273"	"-97.363779"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.818494"	"-97.360599"
"ISSSTE"	"AGUASCALIENTES"	"0 a 5 personas"	"18.103715"	"-95.875098"
"CONSULTORIO MÉDICO"	"5 DE FEBRERO"	"0 a 5 personas"	"19.792895"	"-97.325175"
"CONSULTORIO MÉDICO"	"JUSTO SIERRA"	"0 a 5 personas"	"19.818919"	"-97.362705"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"PUERTO DE CAMPECHE"	"101 a 250 perso"	"18.646603"	"-91.783866"
"CLÍNICA SAN MIGUEL"	"53"	"51 a 100 person"	"18.654662"	"-91.829311"
"CONSULTORIO SUBRROGADO DEL ISSSTE"	"MARIANO ABASOLO"	"0 a 5 personas"	"18.257075"	"-92.090677"
"UNIDAD MÉDICA FAMILIAR"	"IGNACIO RAMÍREZ"	"11 a 30 persona"	"18.255506"	"-92.097919"
"CENTRO DE SALUD"	"NINGUNO"	"51 a 100 person"	"18.646244"	"-91.820331"
"CONSULTORIO MÉDICO ISSSTEP"	"HIDALGO"	"0 a 5 personas"	"20.01873"	"-97.522647"
"CENTRO MÉDICO CESAT"	"55"	"11 a 30 persona"	"18.652484"	"-91.835346"
